2014-01,-15.24
2014-02,19.29
2014-03,48.67
2014-04,53.33
2014-05,41.55
2014-06,30.46
2014-07,33.25
2014-08,11.22
2014-09,3.32
2014-10,-8.44
2014-11,10.52
2014-12,-10.81
2015-01,9.08
2015-02,14.19
2015-03,-10.13
2015-04,-27.42
2015-05,-32.61
2015-06,-29.94
2015-07,-23.02
2015-08,-9.14
2015-09,6.98
2015-10,-2.86
2015-11,-10.90
2015-12,8.20
2016-01,-22.88
2016-02,-15.65
2016-03,-6.20
2016-04,28.72
2016-05,18.37
2016-06,35.36
2016-07,11.42
2016-08,47.87
2016-09,25.34
2016-10,10.86
2016-11,17.43
2016-12,15.26
2017-01,-21.17
2017-02,53.94
2017-03,18.28
2017-04,0.47
2017-05,17.99
2017-06,11.28
2017-07,5.87
2017-08,-0.61
2017-09,-20.01
2017-10,-6.75
2017-11,9.71
2017-12,-6.69
2018-01,45.84
2018-02,-21.20
2018-03,-3.54
2018-04,7.55
2018-05,-3.66
2018-06,18.39
2018-07,-42.00
2018-08,-1.21
2018-09,1.35
2018-10,-9.17
2018-11,-13.31
2018-12,-2.92
2019-01,-22.94
2019-02,-0.95
2019-03,-9.78
2019-04,-35.07
2019-05,-5.38
2019-06,-14.53
2019-07,32.33
2019-08,-27.40
2019-09,-15.89
