2014-01,-6.85
2014-02,66.31
2014-03,-34.31
2014-04,-16.08
2014-05,-21.08
2014-06,68.72
2014-07,3.17
2014-08,-17.84
2014-09,153.11
2014-10,-16.62
2014-11,-11.53
2014-12,11.48
2015-01,-16.05
2015-02,-19.22
2015-03,161.98
2015-04,29.60
2015-05,90.82
2015-06,75.54
2015-07,-16.53
2015-08,16.63
2015-09,-3.94
2015-10,-44.23
2015-11,-8.06
2015-12,-15.98
2016-01,25.99
2016-02,8.07
2016-03,12.36
2016-04,32.59
2016-05,-8.06
2016-06,-6.47
2016-07,40.60
2016-08,122.30
2016-09,-8.16
2016-10,-13.10
2016-11,187.09
2016-12,14.46
2017-01,-3.46
2017-02,47.35
2017-03,-6.60
2017-04,-33.08
2017-05,60.78
2017-06,2.69
2017-07,-7.28
2017-08,6.78
2017-09,9.10
2017-10,106.28
2017-11,-16.04
2017-12,23.14
2018-01,20.83
2018-02,-11.50
2018-03,-19.03
2018-04,62.43
2018-05,-33.78
2018-06,-23.80
2018-07,-12.86
2018-08,-22.40
2018-09,-58.33
2018-10,-5.61
2018-11,-24.62
2018-12,-35.22
2019-01,-28.94
2019-02,20.26
2019-03,26.02
2019-04,-4.78
2019-05,7.55
2019-06,-47.31
2019-07,38.57
2019-08,23.73
2019-09,40.31
