2014-01,11.33
2014-02,-12.23
2014-03,-3.33
2014-04,-6.12
2014-05,3.21
2014-06,-5.65
2014-07,-2.46
2014-08,-4.94
2014-09,-6.29
2014-10,0.98
2014-11,15.64
2014-12,-1.32
2015-01,-10.12
2015-02,14.59
2015-03,3.49
2015-04,-3.33
2015-05,-2.93
2015-06,-10.49
2015-07,-5.20
2015-08,-4.34
2015-09,-7.10
2015-10,-6.30
2015-11,-19.72
2015-12,-5.20
2016-01,-4.71
2016-02,-16.73
2016-03,-16.96
2016-04,-3.10
2016-05,-9.30
2016-06,5.79
2016-07,3.28
2016-08,-12.85
2016-09,1.11
2016-10,4.67
2016-11,-3.57
2016-12,1.51
2017-01,22.17
2017-02,-16.24
2017-03,-4.33
2017-04,-1.59
2017-05,0.71
2017-06,-7.78
2017-07,-4.91
2017-08,2.23
2017-09,-4.64
2017-10,0.62
2017-11,1.93
2017-12,2.75
2018-01,-25.03
2018-02,30.53
2018-03,16.09
2018-04,9.45
2018-05,-0.96
2018-06,10.50
2018-07,1.04
2018-08,4.49
2018-09,4.96
2018-10,-8.84
2018-11,1.06
2018-12,10.04
2019-01,13.06
2019-02,-3.36
2019-03,2.62
2019-04,-6.74
2019-05,-2.37
2019-06,-2.04
2019-07,-4.53
2019-08,7.08
2019-09,-1.06
