2014-01,5.61
2014-02,10.47
2014-03,6.61
2014-04,11.85
2014-05,1.12
2014-06,-3.48
2014-07,10.58
2014-08,11.47
2014-09,8.74
2014-10,6.58
2014-11,3.04
2014-12,14.21
2015-01,4.70
2015-02,1.59
2015-03,5.80
2015-04,-4.41
2015-05,-2.22
2015-06,3.17
2015-07,-5.97
2015-08,-5.51
2015-09,5.52
2015-10,-3.04
2015-11,3.28
2015-12,-2.88
2016-01,7.49
2016-02,1.86
2016-03,3.92
2016-04,4.11
2016-05,5.41
2016-06,-5.79
2016-07,11.06
2016-08,10.34
2016-09,-8.84
2016-10,-8.53
2016-11,-4.78
2016-12,-3.06
2017-01,-11.54
2017-02,-0.49
2017-03,2.82
2017-04,-14.30
2017-05,-0.50
2017-06,4.05
2017-07,-14.57
2017-08,1.33
2017-09,4.51
2017-10,10.16
2017-11,14.42
2017-12,8.68
2018-01,17.49
2018-02,8.64
2018-03,-2.79
2018-04,17.60
2018-05,2.54
2018-06,11.11
2018-07,7.61
2018-08,-3.96
2018-09,-6.83
2018-10,12.30
2018-11,2.54
2018-12,-4.30
2019-01,-11.60
2019-02,-6.67
2019-03,-9.17
2019-04,-6.26
2019-05,4.36
2019-06,0.41
2019-07,12.11
2019-08,-3.26
2019-09,7.83
