2016-10,66.6,-7.3,-10.4,671.52,-3.6,100.0,3.30
2016-11,71.5,7.4,-10.9,743.03,-4.4,100.0,3.30
2016-12,62.2,-13.1,-10.6,806.31,-4.3,100.0,3.30
2017-01,56.9,-8.5,-23.1,56.89,-23.1,9.4,0.31
2017-02,46.7,-17.9,26.2,103.59,-6.7,9.4,0.31
2017-03,68.7,47.2,-0.1,172.24,-4.3,9.4,0.31
2017-04,55.7,-19.0,-17.1,228.02,-7.7,34.9,1.15
2017-05,66.0,18.4,13.0,293.97,-3.7,34.9,1.15
2017-06,64.4,-2.3,-12.2,357.34,-5.6,34.9,1.15
2017-07,77.9,21.0,-1.7,436.34,-4.7,79.0,2.61
2017-08,78.9,1.2,5.1,515.25,-3.3,79.0,2.61
2017-09,94.6,19.8,31.6,610.09,0.7,79.0,2.61
2017-10,77.5,-18.1,16.3,687.32,2.4,114.3,3.77
2017-11,75.2,-3.0,5.1,762.50,2.6,114.3,3.77
2017-12,71.9,-4.3,15.7,834.49,3.5,114.3,3.77
2018-01,61.4,-14.6,8.0,61.43,8.0,9.6,0.31
2018-02,35.4,-42.4,-24.3,96.80,-6.6,9.6,0.31
2018-03,59.2,67.4,-13.8,155.87,-9.5,9.6,0.31
2018-04,61.9,4.5,11.1,217.92,-4.4,37.7,1.20
2018-05,62.9,1.7,-4.6,280.86,-4.5,37.7,1.20
2018-06,51.2,-18.6,-20.5,332.12,-7.1,37.7,1.20
2018-07,84.5,64.8,8.4,416.55,-4.5,83.4,2.64
2018-08,89.9,6.4,13.9,506.41,-1.7,83.4,2.64
2018-09,73.6,-18.1,-22.2,580.07,-4.9,83.4,2.64
2018-10,75.6,2.7,-2.4,655.65,-4.6,120.3,3.80
2018-11,78.6,3.9,4.6,734.25,-3.7,120.3,3.80
2018-12,67.1,-14.6,-6.7,802.06,-3.9,120.3,3.80
2019-01,73.6,9.7,19.8,73.62,19.8,25.8,0.81
2019-02,40.4,-45.1,14.3,114.03,17.8,25.8,0.81
2019-03,74.1,83.3,25.1,187.39,20.2,25.8,0.81
2019-04,68.7,-7.3,11.0,256.85,17.9,50.4,1.58
2019-05,65.7,-4.4,4.3,322.52,14.8,50.4,1.58
2019-06,63.5,-3.4,23.9,385.96,16.2,50.4,1.58
2019-07,70.5,11.1,-16.5,456.54,9.6,--,--
2019-08,69.2,-2.0,-23.0,525.69,3.8,--,--
2019-09,75.9,9.8,3.2,601.63,3.7,--,--
