2014-01,6.30
2014-02,34.78
2014-03,12.57
2014-04,-9.04
2014-05,16.84
2014-06,4.30
2014-07,13.45
2014-08,11.64
2014-09,5.57
2014-10,23.55
2014-11,9.35
2014-12,-11.16
2015-01,-9.59
2015-02,-32.75
2015-03,-20.58
2015-04,-0.35
2015-05,-10.30
2015-06,-3.33
2015-07,-20.88
2015-08,-23.02
2015-09,2.41
2015-10,-23.63
2015-11,-9.34
2015-12,5.21
2016-01,-27.63
2016-02,-2.73
2016-03,13.88
2016-04,-9.40
2016-05,-2.44
2016-06,-5.75
2016-07,-19.21
2016-08,6.05
2016-09,-10.59
2016-10,-4.93
2016-11,-2.12
2016-12,1.40
2017-01,26.85
2017-02,39.99
2017-03,-9.42
2017-04,-7.09
2017-05,-20.79
2017-06,-2.42
2017-07,8.08
2017-08,-2.93
2017-09,13.02
2017-10,-5.77
2017-11,8.81
2017-12,-14.17
2018-01,15.83
2018-02,-15.64
2018-03,0.22
2018-04,3.31
2018-05,15.76
2018-06,-16.67
2018-07,1.58
2018-08,15.58
2018-09,-27.45
2018-10,-7.40
2018-11,-18.34
2018-12,-8.54
2019-01,-16.35
2019-02,-6.10
2019-03,-11.69
2019-04,-10.87
2019-05,-5.80
2019-06,-7.51
2019-07,8.36
2019-08,-29.93
2019-09,12.37
