2014-01,-20.62
2014-02,13.73
2014-03,-11.84
2014-04,-12.95
2014-05,-0.66
2014-06,19.25
2014-07,-1.16
2014-08,-7.17
2014-09,52.88
2014-10,29.02
2014-11,11.11
2014-12,6.48
2015-01,40.11
2015-02,30.02
2015-03,20.62
2015-04,11.27
2015-05,-18.08
2015-06,-2.65
2015-07,-10.24
2015-08,-3.62
2015-09,-39.96
2015-10,-32.97
2015-11,-14.72
2015-12,-12.04
2016-01,-19.25
2016-02,-45.25
2016-03,-6.58
2016-04,-15.98
2016-05,-1.67
2016-06,-17.37
2016-07,-22.36
2016-08,-16.33
2016-09,-24.35
2016-10,-7.62
2016-11,-3.58
2016-12,-31.86
2017-01,-0.08
2017-02,20.71
2017-03,-8.54
2017-04,-9.05
2017-05,-4.86
2017-06,5.31
2017-07,-9.00
2017-08,33.56
2017-09,77.48
2017-10,-2.71
2017-11,-23.10
2017-12,11.36
2018-01,-11.33
2018-02,-3.78
2018-03,-23.82
2018-04,-4.67
2018-05,-0.61
2018-06,-4.70
2018-07,-3.69
2018-08,-23.54
2018-09,-44.61
2018-10,-1.45
2018-11,-26.50
2018-12,13.64
2019-01,-11.10
2019-02,-15.92
2019-03,-4.09
2019-04,-5.20
2019-05,14.65
2019-06,7.46
2019-07,20.63
2019-08,30.21
2019-09,47.15
