2016-10,449.8,2.5,29.2,4319.24,22.8,600.2,5.01
2016-11,443.9,-1.3,-1.0,4763.13,20.1,600.2,5.01
2016-12,447.2,0.8,-5.5,5209.97,17.4,600.2,5.01
2017-01,383.8,-14.2,-13.2,383.80,-13.2,124.9,1.04
2017-02,325.0,-15.3,33.7,708.77,3.4,124.9,1.04
2017-03,526.0,61.9,7.6,1234.80,5.1,124.9,1.04
2017-04,462.7,-12.0,0.7,1697.55,3.9,229.4,1.92
2017-05,418.1,-9.7,-18.8,2115.62,-1.5,229.4,1.92
2017-06,434.4,3.9,-3.9,2550.01,-2.0,229.4,1.92
2017-07,412.8,-5.0,-4.0,2962.79,-2.3,308.8,2.58
2017-08,462.4,12.0,15.7,3425.17,-0.2,308.8,2.58
2017-09,490.7,6.1,11.8,3915.90,1.1,308.8,2.58
2017-10,472.3,-3.8,5.0,4388.24,1.6,455.4,3.80
2017-11,495.7,4.9,11.7,4883.92,2.5,455.4,3.80
2017-12,630.1,27.1,40.9,5513.75,5.8,455.4,3.80
2018-01,531.7,-15.6,38.5,531.72,38.5,54.1,0.45
2018-02,308.6,-42.0,-5.0,840.31,18.6,54.1,0.45
2018-03,549.1,77.9,4.4,1389.41,12.5,54.1,0.45
2018-04,461.0,-16.1,-0.4,1850.37,9.0,186.3,1.56
2018-05,500.5,8.6,19.7,2350.88,11.1,186.3,1.56
2018-06,536.9,7.3,23.6,2887.79,13.3,186.3,1.56
2018-07,559.2,4.1,35.5,3446.95,16.3,369.6,3.09
2018-08,556.2,-0.5,20.3,4003.20,16.9,369.6,3.09
2018-09,576.8,3.7,17.5,4580.01,17.0,369.6,3.09
2018-10,614.6,6.5,30.1,5194.57,18.4,642.4,5.37
2018-11,711.1,15.7,43.5,5905.71,20.9,642.4,5.37
2018-12,626.7,-11.9,-0.6,6520.51,18.3,642.4,5.37
2019-01,614.8,-1.9,15.6,614.79,15.6,186.3,1.56
2019-02,385.3,-37.3,24.9,1000.05,19.0,186.3,1.56
2019-03,560.4,45.5,2.1,1560.45,12.3,186.3,1.56
2019-04,496.9,-11.3,7.8,2057.35,11.2,381.7,3.19
2019-05,502.9,1.2,0.5,2560.29,8.9,381.7,3.19
2019-06,503.1,--,-6.3,3063.35,6.1,381.7,3.19
2019-07,574.8,14.3,2.8,3638.20,5.5,--,--
2019-08,554.0,-3.6,-0.4,4192.15,4.7,--,--
2019-09,575.2,3.8,-0.3,4767.36,4.1,--,--
