2014-01,45.17
2014-02,51.05
2014-03,30.87
2014-04,22.65
2014-05,10.31
2014-06,23.32
2014-07,5.24
2014-08,4.31
2014-09,17.44
2014-10,20.66
2014-11,15.21
2014-12,13.09
2015-01,1.98
2015-02,-7.70
2015-03,9.93
2015-04,26.15
2015-05,6.40
2015-06,-10.58
2015-07,1.38
2015-08,-7.20
2015-09,0.25
2015-10,1.29
2015-11,-2.43
2015-12,-25.43
2016-01,1.02
2016-02,5.98
2016-03,-9.84
2016-04,-19.18
2016-05,11.39
2016-06,9.65
2016-07,-1.78
2016-08,9.55
2016-09,-7.75
2016-10,-6.30
2016-11,7.91
2016-12,20.94
2017-01,6.80
2017-02,10.02
2017-03,7.74
2017-04,1.07
2017-05,-11.75
2017-06,0.17
2017-07,21.13
2017-08,7.82
2017-09,16.43
2017-10,16.60
2017-11,14.92
2017-12,-7.99
2018-01,-1.11
2018-02,-4.52
2018-03,-7.58
2018-04,-2.92
2018-05,1.87
2018-06,-1.27
2018-07,-13.85
2018-08,22.21
2018-09,8.95
2018-10,-1.40
2018-11,4.82
2018-12,0.29
2019-01,11.63
2019-02,-14.56
2019-03,12.08
2019-04,9.88
2019-05,0.38
2019-06,-6.88
2019-07,13.24
2019-08,-15.99
2019-09,-23.94
