2014-01,-20.42
2014-02,-7.72
2014-03,-22.67
2014-04,-21.91
2014-05,-33.50
2014-06,-38.40
2014-07,-34.72
2014-08,-67.30
2014-09,-22.75
2014-10,-50.91
2014-11,-30.03
2014-12,-14.06
2015-01,1.47
2015-02,-30.72
2015-03,-13.35
2015-04,22.71
2015-05,3.40
2015-06,16.56
2015-07,-29.11
2015-08,-1.46
2015-09,-20.87
2015-10,17.90
2015-11,7.56
2015-12,26.00
2016-01,29.83
2016-02,18.66
2016-03,25.35
2016-04,-7.76
2016-05,-0.34
2016-06,17.81
2016-07,38.34
2016-08,62.20
2016-09,75.04
2016-10,12.08
2016-11,40.69
2016-12,2.08
2017-01,-2.59
2017-02,6.45
2017-03,-8.28
2017-04,-16.93
2017-05,8.00
2017-06,-15.18
2017-07,6.42
2017-08,-16.72
2017-09,-7.18
2017-10,3.98
2017-11,-28.28
2017-12,-1.26
2018-01,6.38
2018-02,-4.38
2018-03,7.12
2018-04,-6.75
2018-05,-11.19
2018-06,-15.68
2018-07,-16.85
2018-08,6.68
2018-09,-23.11
2018-10,-14.05
2018-11,10.86
2018-12,-8.24
2019-01,13.09
2019-02,-5.21
2019-03,-17.35
2019-04,22.37
2019-05,21.14
2019-06,-5.66
2019-07,6.69
2019-08,1.77
2019-09,18.29
