2014-01,0.33
2014-02,10.88
2014-03,18.22
2014-04,0.92
2014-05,-10.82
2014-06,4.06
2014-07,-13.33
2014-08,-1.91
2014-09,22.95
2014-10,22.58
2014-11,12.85
2014-12,5.02
2015-01,25.90
2015-02,7.44
2015-03,9.90
2015-04,19.71
2015-05,12.55
2015-06,0.49
2015-07,19.97
2015-08,6.48
2015-09,10.95
2015-10,7.24
2015-11,0.53
2015-12,-20.54
2016-01,-14.75
2016-02,0.22
2016-03,0.39
2016-04,-8.53
2016-05,-2.05
2016-06,-4.25
2016-07,-6.15
2016-08,6.75
2016-09,1.62
2016-10,-6.17
2016-11,-7.12
2016-12,9.76
2017-01,2.29
2017-02,3.18
2017-03,0.61
2017-04,0.12
2017-05,-5.27
2017-06,3.32
2017-07,7.53
2017-08,1.31
2017-09,-3.70
2017-10,2.87
2017-11,18.50
2017-12,50.15
2018-01,16.01
2018-02,-4.06
2018-03,2.18
2018-04,6.57
2018-05,24.03
2018-06,23.72
2018-07,25.56
2018-08,25.25
2018-09,29.68
2018-10,21.48
2018-11,5.59
2018-12,-8.27
2019-01,3.37
2019-02,-4.39
2019-03,7.86
2019-04,10.41
2019-05,10.69
2019-06,1.70
2019-07,0.61
2019-08,0.51
2019-09,0.49
